kanji,keyword,lesson_number,kml_primitives,cluster_components,collapse_to,layout_type,first_use,notes
鋳,casting,85,,,,h,,
籍,enroll,85,,,,v,,
春,springtime,85,,,,v,,
椿,camellia_tree,85,,,,h,,
泰,peaceful,85,,,,v,,
奏,play_music,85,,,,v,,
実,reality,85,,,,v,,
奉,dedicate,85,,,,v,,
俸,stipend,85,,,,h,,
棒,rod,85,,,,h,,
謹,discreet,85,,,,h,,
僅,trifle,85,,,,h,,
勤,diligence,86,,,,h,,
漢,china,86,,,,h,,
嘆,sigh,86,,,,h,,
難,difficult,86,,,,h,,
華,splendor,86,,,,v,,
垂,droop,86,,,,v,,
唾,saliva,86,,,,h,,
睡,drowsy,86,,,,h,,
錘,spindle,86,,,,h,,
乗,ride,86,,,,,,layout_type unknown in source
剰,surplus,86,,,,h,,
今,now,86,,,,v,,
含,include,86,,,,v,,
貪,covet,86,,,,v,,
吟,versify,86,,,,h,,
念,wish,86,,,,v,,
捻,wrench,86,,,,h,,
琴,harp,86,,,,v,,
陰,shade,86,,,,h,,
予,in_advance,86,,,,v,,
序,preface,87,,,,e,,
預,deposit,87,,,,h,,
野,plains,87,,,,h,,
兼,concurrently,87,,,,v,,
嫌,dislike,87,,,,h,,
鎌,sickle,87,,,,h,,
謙,self_effacing,87,,,,h,,
廉,bargain,87,,,,e,,
西,west,87,,,,v,,
価,cost,87,,,,h,,
要,need,87,,,,v,,
腰,loins,87,,,,h,,
票,ballot,87,,,,v,,
漂,drift,87,,,,h,,
標,signpost,87,,,,h,,
栗,chestnut,87,,,,v,,
慄,shudder,87,,,,h,,
遷,transition,87,,,,e,,
覆,capsize,87,,,,v,,
煙,smoke,87,,,,h,,
南,south,88,,,,v,,
楠,camphor_tree,88,,,,h,,
献,offering,88,,,,h,,
門,gates,88,,,,h,,
問,question,88,,,,e,,
閲,review,88,,,,e,,
閥,clique,88,,,,e,,
間,interval,88,,,,e,,
闇,pitch_dark,88,,,,e,,
簡,simplicity,88,,,,v,,
開,open,88,,,,e,,
閉,closed,88,,,,e,,
閣,tower,88,,,,e,,
閑,leisure,88,,,,e,,
聞,hear,88,,,,e,,
潤,wet,88,,,,h,,
欄,column,88,,,,h,,
闘,fight,88,,,,e,,
倉,warehouse,88,,,,v,,
創,genesis,88,,,,h,,
非,non,89,,,,,,layout_type unknown in source
俳,haiku,89,,,,h,,
排,repudiate,89,,,,h,,
悲,sad,89,,,,v,,
罪,guilt,89,,,,v,,
輩,comrade,89,,,,v,,
扉,front_door,89,,,,e,,
侯,marquis,89,,,,h,,
喉,throat,89,,,,h,,
候,climate,89,,,,h,,
決,decide,89,,,,h,,
快,cheerful,89,,,,h,,
偉,admirable,89,,,,h,,
違,differ,89,,,,e,,
緯,horizontal,89,,,,h,,
衛,defense,89,,,,h,,
韓,korea,89,,,,h,,
干,dry,89,,,,,,layout_type unknown in source
肝,liver,89,,,,h,,
刊,publish,89,,,,h,,
汗,sweat,90,,,,h,,
軒,flats,90,,,,h,,
岸,beach,90,,,,v,,
幹,tree_trunk,90,,,,h,,
芋,potato,90,,,,v,,
宇,eaves,90,,,,v,,
余,too_much,90,,,,v,,
除,exclude,90,,,,h,,
徐,gradually,90,,,,h,,
叙,confer,90,,,,h,,
途,route,90,,,,e,,
斜,diagonal,90,,,,h,,
塗,paint,90,,,,v,,
束,bundle,90,,,,,,layout_type unknown in source
頼,trust,90,,,,h,,
瀬,rapids,90,,,,h,,
勅,imperial_order,90,,,,h,,
疎,alienate,90,,,,h,,
辣,bitter,90,,,,h,,
速,quick,90,,,,e,,
整,organize,91,,,,v,,
剣,sabre,91,,,,h,,
険,precipitous,91,,,,h,,
検,examination,91,,,,h,,
倹,frugal,91,,,,h,,
重,heavy,91,,,,,,layout_type unknown in source
動,move,91,,,,h,,
腫,tumor,91,,,,h,,
勲,meritorious_deed,91,,,,v,,
働,work,91,,,,h,,
種,species,91,,,,h,,
衝,collide,91,,,,h,,
薫,fragrant,91,,,,v,,
病,ill,91,,,,e,,
痴,stupid,91,,,,e,,
痘,pox,91,,,,e,,
症,symptoms,91,,,,e,,
瘍,carbuncle,91,,,,e,,
痩,lose_weight,91,,,,e,,
疾,rapidly,91,,,,e,,
嫉,envy,92,,,,h,,
痢,diarrhea,92,,,,e,,
痕,scar,92,,,,e,,
疲,exhausted,92,,,,e,,
疫,epidemic,92,,,,e,,
痛,pain,92,,,,e,,
癖,mannerism,92,,,,e,,
匿,hide,92,,,,e,,
匠,artisan,92,,,,e,,
医,doctor,92,,,,e,,
匹,equal,92,,,,e,,
区,ward,92,,,,e,,
枢,hinge,92,,,,h,,
殴,assault,92,,,,h,,
欧,europe,92,,,,h,,
抑,repress,92,,,,h,,
仰,look_up,92,,,,h,,
迎,welcome,92,,,,e,,
登,ascend,92,,,,v,,
澄,lucidity,92,,,,h,,
発,departure,93,,,,v,,
廃,abolish,93,,,,e,,
僚,colleague,93,,,,h,,
瞭,obvious,93,,,,h,,
寮,dormitory,93,,,,v,,
療,heal,93,,,,e,,
彫,carve,93,,,,h,,
形,shape,93,,,,h,,
影,shadow,93,,,,h,,
杉,sugi,93,,,,h,,
彩,coloring,93,,,,h,,
彰,patent,93,,,,h,,
彦,handsome_man,93,,,,e,,
顔,face,93,,,,h,,
須,must,93,,,,h,,
膨,swell,93,,,,h,,
参,participate,93,,,,v,,
惨,wretched,93,,,,h,,
修,discipline,93,,,,h,,
珍,rare,93,,,,h,,
診,checkup,94,,,,h,,
文,sentence,94,,,,v,,
対,opposite,94,,,,h,,
紋,family_crest,94,,,,h,,
蚊,mosquito,94,,,,h,,
斑,blemish,94,,,,h,,
斉,adjusted,94,,,,v,,
剤,dose,94,,,,h,,
済,settle,94,,,,h,,
斎,purification,94,,,,e,,
粛,solemn,94,,,,,,layout_type unknown in source
塁,bases,94,,,,v,,
楽,music,94,,,,v,,
薬,medicine,94,,,,v,,
率,rate,94,,,,v,,
渋,astringent,94,,,,h,,
摂,vicarious,94,,,,h,,
央,center,94,,,,,,layout_type unknown in source
英,england,94,,,,v,,
映,reflect,94,,,,h,,
赤,red,95,,,,v,,
赦,pardon,95,,,,h,,
変,unusual,95,,,,v,,
跡,tracks,95,,,,h,,
蛮,barbarian,95,,,,v,,
恋,romance,95,,,,v,,
湾,gulf,95,,,,h,,
黄,yellow,95,,,,v,,
横,sideways,95,,,,h,,
把,grasp,95,,,,h,,
色,color,95,,,,v,,
絶,discontinue,95,,,,h,,
艶,glossy,95,,,,h,,
肥,fertilizer,95,,,,h,,
甘,sweet,95,,,,,,layout_type unknown in source
紺,navy_blue,95,,,,h,,
某,so_and_so,95,,,,v,,
謀,conspire,95,,,,h,,
媒,mediator,95,,,,h,,
欺,deceit,95,,,,h,,
棋,chess_piece,96,,,,h,,
旗,national_flag,96,,,,h,,
期,period_of_time,96,,,,h,,
碁,go_game,96,,,,v,,
基,foundation,96,,,,v,,
甚,tremendously,96,,,,v,,
勘,intuition,96,,,,h,,
堪,withstand,96,,,,h,,
貴,precious,96,,,,v,,
遺,bequeath,96,,,,e,,
遣,dispatch,96,,,,e,,
潰,defile,96,,,,h,,
舞,dance,96,,,,v,,
無,nothingness,96,,,,v,,
組,association,96,,,,h,,
粗,coarse,96,,,,h,,
租,tariff,96,,,,h,,
狙,aim_at,96,,,,h,,
祖,ancestor,96,,,,h,,
阻,thwart,96,,,,h,,
査,investigate,97,,,,v,,
助,help,97,,,,h,,
宜,best_regards,97,,,,v,,
畳,tatami_mat,97,,,,v,,
並,row,97,,,,v,,
普,universal,97,,,,v,,
譜,musical_score,97,,,,h,,
湿,damp,97,,,,h,,
顕,appear,97,,,,h,,
繊,slender,97,,,,h,,
霊,spirits,97,,,,v,,
業,business,97,,,,v,,
撲,slap,97,,,,h,,
僕,me_male,97,,,,h,,
共,together,97,,,,v,,
供,offer,97,,,,h,,
異,uncommon,97,,,,v,,
翼,wing,97,,,,v,,
戴,accept_humbly,97,,,,e,,
洪,flood,97,,,,h,,
港,harbor,98,,,,h,,
暴,outburst,98,,,,v,,
爆,explode,98,,,,h,,
恭,respect,98,,,,v,,
選,elect,98,,,,e,,
殿,mister,98,,,,h,,
井,well,98,,,,,,layout_type unknown in source
丼,donburi,98,,,,e,,
囲,surround,98,,,,e,,
耕,till,98,,,,h,,
亜,asia,98,,,,,,layout_type unknown in source
悪,bad,98,,,,v,,
円,circle,98,,,,,,layout_type unknown in source
角,angle,98,,,,,,layout_type unknown in source
触,contact,98,,,,h,,
解,solution,98,,,,h,,
再,again,98,,,,v,,
講,lecture,98,,,,h,,
購,subscription,98,,,,h,,
構,construct,98,,,,h,,
溝,gutter,99,,,,h,,
論,argument,99,,,,h,,
倫,ethics,99,,,,h,,
輪,wheel,99,,,,h,,
偏,partial,99,,,,h,,
遍,everywhere,99,,,,e,,
編,compilation,99,,,,h,,
冊,volume,99,,,,,,layout_type unknown in source
柵,fence,99,,,,h,,
典,ceremony,99,,,,v,,
氏,family_name,99,,,,,,layout_type unknown in source
紙,paper,99,,,,h,,
婚,marriage,99,,,,h,,
低,lower,99,,,,h,,
抵,resist,99,,,,h,,
底,bottom,99,,,,e,,
民,people,99,,,,,,layout_type unknown in source
眠,sleep,99,,,,h,,
捕,catch,99,,,,h,,
哺,suckle,99,,,,h,,
浦,bay,100,,,,h,,
蒲,cattail,100,,,,v,,
舗,shop,100,,,,h,,
補,supplement,100,,,,h,,
邸,residence,100,,,,h,,
郭,enclosure,100,,,,h,,
郡,county,100,,,,h,,
郊,outskirts,100,,,,h,,
部,department,100,,,,h,,
都,metropolis,100,,,,h,,
郵,mail,100,,,,h,,
邦,home_country,100,,,,h,,
那,that,100,,,,h,,
郷,hometown,100,,,,h,,
響,echo,100,,,,v,,
郎,son,100,,,,h,,
廊,corridor,100,,,,e,,
盾,shield,100,,,,e,,
循,sequential,100,,,,h,,
派,faction,100,,,,h,,
脈,vein,101,,,,h,,
衆,masses,101,,,,v,,
逓,relay,101,,,,e,,
段,grade,101,,,,h,,
鍛,forge,101,,,,h,,
后,empress,101,,,,e,,
幻,phantasm,101,,,,h,,
司,director,101,,,,e,,
伺,pay_respects,101,,,,h,,
詞,parts_of_speech,101,,,,h,,
飼,domesticate,101,,,,h,,
嗣,heir,101,,,,h,,
舟,boat,101,,,,,,layout_type unknown in source
舶,liner,101,,,,h,,
航,navigate,101,,,,h,,
舷,gunwale,101,,,,h,,
般,carrier,101,,,,h,,
盤,tray,101,,,,v,,
搬,conveyor,101,,,,h,,
船,ship,101,,,,h,,
艦,warship,102,,,,h,,
艇,rowboat,102,,,,h,,
瓜,melon,102,,,,,,layout_type unknown in source
弧,arc,102,,,,h,,
孤,orphan,102,,,,h,,
繭,cocoon,102,,,,v,,
益,benefit,102,,,,v,,
暇,spare_time,102,,,,h,,
敷,spread,102,,,,h,,
来,come,102,,,,,,layout_type unknown in source
気,spirit,102,,,,e,,
汽,vapor,102,,,,h,,
飛,fly,102,,,,,,layout_type unknown in source
沈,sink,102,,,,h,,
枕,pillow,102,,,,h,,
妻,wife,102,,,,v,,
凄,nifty,102,,,,h,,
衰,decline,102,,,,v,,
衷,inmost,102,,,,v,,
面,mask,102,,,,v,,
麺,noodles,103,,,,h,,
革,leather,103,,,,,,layout_type unknown in source
靴,shoes,103,,,,h,,
覇,hegemony,103,,,,v,,
声,voice,103,,,,v,,
眉,eyebrow,103,,,,e,,
呉,give,103,,,,v,,
娯,recreation,103,,,,h,,
誤,mistake,103,,,,h,,
蒸,steam,103,,,,v,,
承,acquiesce,103,,,,,,layout_type unknown in source
函,bin,103,,,,e,,
極,poles,103,,,,h,,
牙,tusk,103,,,,,,layout_type unknown in source
芽,bud,103,,,,v,,
邪,wicked,103,,,,h,,
雅,gracious,103,,,,h,,
釈,interpretation,103,,,,h,,
番,ones_turn,103,,,,v,,
審,hearing,103,,,,v,,
翻,flip,104,,,,h,,
藩,clan,104,,,,v,,
毛,fur,104,,,,v,,
耗,decrease,104,,,,h,,
尾,tail,104,,,,e,,
宅,home,104,,,,v,,
託,consign,104,,,,h,,
為,do,104,,,,,,layout_type unknown in source
偽,falsehood,104,,,,h,,
畏,apprehensive,104,,,,v,,
長,long,104,,,,v,,
張,lengthen,104,,,,h,,
帳,notebook,104,,,,h,,
脹,dilate,104,,,,h,,
髪,hair,104,,,,v,,
展,unfold,104,,,,e,,
喪,miss,104,,,,v,,
巣,nest,104,,,,v,,
単,simple,104,,,,v,,
戦,war,104,,,,h,,
禅,zen,105,,,,h,,
弾,bullet,105,,,,h,,
桜,cherry_blossom,105,,,,h,,
獣,animal,105,,,,h,,
脳,brain,105,,,,h,,
悩,trouble,105,,,,h,,
厳,stern,105,,,,v,,
鎖,chain,105,,,,h,,
挙,raise,105,,,,v,,
誉,reputation,105,,,,v,,
猟,game_hunting,105,,,,h,,
鳥,bird,105,,,,e,,
鳴,chirp,105,,,,h,,
鶴,crane,105,,,,h,,
烏,crow,105,,,,e,,
蔦,vine,105,,,,v,,
鳩,pigeon,105,,,,h,,
鶏,chicken,105,,,,h,,
島,island,105,,,,e,,
暖,warmth,105,,,,h,,
媛,maiden,106,,,,h,,
援,abet,106,,,,h,,
緩,slacken,106,,,,h,,
属,belong,106,,,,e,,
嘱,entrust,106,,,,h,,
偶,accidentally,106,,,,h,,
遇,interview,106,,,,e,,
愚,foolish,106,,,,v,,
隅,corner,106,,,,h,,
逆,inverted,106,,,,e,,
塑,model,106,,,,v,,
遡,go_upstream,106,,,,e,,
岡,hills,106,,,,e,,
鋼,steel,106,,,,h,,
綱,hawser,106,,,,h,,
剛,sturdy,106,,,,h,,
缶,tin_can,106,,,,,,layout_type unknown in source
陶,pottery,106,,,,h,,
揺,swing,106,,,,h,,
謡,noh_chanting,106,,,,h,,
鬱,depression,107,,,,v,,
就,concerning,107,,,,h,,
蹴,kick,107,,,,h,,
懇,sociable,107,,,,v,,
墾,groundbreaking,107,,,,v,,
貌,countenance,107,,,,h,,
免,excuse,107,,,,v,,
逸,elude,107,,,,e,,
晩,nightfall,107,,,,h,,
勉,exertion,107,,,,e,,
象,elephant,107,,,,v,,
像,statue,107,,,,h,,
馬,horse,107,,,,e,,
駒,pony,107,,,,h,,
験,verification,107,,,,h,,
騎,equestrian,107,,,,h,,
駐,parking,107,,,,h,,
駆,drive,107,,,,h,,
駅,station,107,,,,h,,
騒,boisterous,107,,,,h,,
駄,burdensome,108,,,,h,,
驚,wonder,108,,,,v,,
篤,fervent,108,,,,v,,
罵,insult,108,,,,v,,
騰,inflation,108,,,,h,,
虎,tiger,108,,,,e,,
虜,captive,108,,,,e,,
膚,skin,108,,,,e,,
虚,void,108,,,,e,,
戯,frolic,108,,,,h,,
虞,uneasiness,108,,,,e,,
慮,prudence,108,,,,e,,
劇,drama,108,,,,h,,
虐,tyrannize,108,,,,e,,
鹿,deer,108,,,,e,,
麓,foot_of_mountain,108,,,,v,,
薦,recommend,108,,,,v,,
慶,jubilation,108,,,,e,,
麗,lovely,108,,,,v,,
熊,bear,108,,,,v,,
能,ability,109,,,,h,,
態,attitude,109,,,,v,,
寅,tiger_zodiac,109,,,,v,,
演,performance,109,,,,h,,
辰,dragon_zodiac,109,,,,e,,
辱,embarrass,109,,,,v,,
震,quake,109,,,,v,,
振,shake,109,,,,h,,
娠,with_child,109,,,,h,,
唇,lips,109,,,,e,,
農,agriculture,109,,,,v,,
濃,concentrated,109,,,,h,,
送,send_off,109,,,,e,,
関,connection,109,,,,e,,
咲,blossom,109,,,,h,,
鬼,ghost,109,,,,v,,
醜,ugly,109,,,,h,,
魂,soul,109,,,,h,,
魔,witch,109,,,,e,,
魅,fascination,109,,,,e,,
塊,clod,110,,,,h,,
襲,attack,110,,,,v,,
嚇,upbraid,110,,,,h,,
朕,majestic_plural,110,,,,h,,
雰,atmosphere,110,,,,v,,
箇,counters_for_things,110,,,,v,,
錬,tempering,110,,,,h,,
遵,abide_by,110,,,,e,,
罷,quit,110,,,,v,,
屯,barracks,110,,,,,,layout_type unknown in source
且,moreover,110,,,,,,layout_type unknown in source
藻,seaweed,110,,,,v,,
隷,slave,110,,,,h,,
癒,healing,110,,,,e,,
璽,imperial_seal,110,,,,v,,
潟,lagoon,110,,,,h,,
丹,cinnabar,110,,,,,,layout_type unknown in source
丑,ox_zodiac,110,,,,,,layout_type unknown in source
羞,humiliate,110,,,,e,,
卯,hare_zodiac,110,,,,h,,
巳,snake_zodiac,111,,,,,,layout_type unknown in source
此,this,111,,,,h,,
柴,brushwood,111,,,,v,,
些,whit,111,,,,v,,
砦,fort,111,,,,v,,
髭,beard,111,,,,v,,
禽,fowl,111,,,,v,,
檎,apple,111,,,,h,,
憐,sympathize_with,111,,,,h,,
燐,phosphorus,111,,,,h,,
麟,camelopard,111,,,,h,,
鱗,scaled,111,,,,h,,
奄,encompassing,111,,,,v,,
庵,hermitage,111,,,,e,,
掩,shrouded,111,,,,h,,
悛,make_amends,111,,,,h,,
駿,steed,111,,,,h,,
峻,steep,111,,,,h,,
竣,complete_a_job,111,,,,h,,
犀,rhinoceros,111,,,,e,,
皐,lunar_month,112,,,,v,,
畷,rice_field_footpath,112,,,,h,,
綴,mend,112,,,,h,,
鎧,suit_of_armor,112,,,,h,,
凱,triumph,112,,,,h,,
呑,quaff,112,,,,v,,
韮,leek,112,,,,v,,
籤,lottery,112,,,,v,,
懺,penitential,112,,,,h,,
芻,hay,112,,,,v,,
雛,chick,112,,,,h,,
趨,scurry,112,,,,e,,
尤,understandably,112,,,,e,,
厖,immense,112,,,,e,,
或,some,112,,,,e,,
兎,rabbit,112,,,,v,,
也,also,112,,,,,,layout_type unknown in source
巴,swirl,112,,,,,,layout_type unknown in source
疋,critters,112,,,,,,layout_type unknown in source
菫,violet,112,,,,v,,
曼,mandala,113,,,,v,,
云,quote,113,,,,v,,
莫,shalt,113,,,,v,,
而,and_then,113,,,,v,,
倭,yamato,113,,,,h,,
侠,chivalry,113,,,,h,,
倦,fed_up,113,,,,h,,
俄,abrupt,113,,,,h,,
佃,work_a_field,113,,,,h,,
仔,animal_offspring,113,,,,h,,
仇,foe,113,,,,h,,
伽,look_after,113,,,,h,,
儲,make_a_profit,113,,,,h,,
僑,emigrant,113,,,,h,,
倶,mate,113,,,,h,,
侃,forthright,113,,,,h,,
偲,memorial,113,,,,h,,
侭,as_is,113,,,,h,,
脩,dried_meat,113,,,,h,,
倅,my_son,113,,,,h,,
做,make_do,114,,,,h,,
冴,sharp,114,,,,h,,
凋,wilt,114,,,,h,,
凌,pull_through,114,,,,h,,
凛,stately,114,,,,h,,
凧,kite,114,,,,e,,
凪,lull,114,,,,e,,
夙,earlybird,114,,,,e,,
鳳,phoenix,114,,,,e,,
剽,menace,114,,,,h,,
劉,slaughter,114,,,,h,,
剃,shave,114,,,,h,,
厭,despondent,114,,,,e,,
雁,wild_goose,114,,,,e,,
贋,counterfeit,114,,,,e,,
厨,kitchen,114,,,,e,,
仄,insinuate,114,,,,e,,
哨,scout,114,,,,h,,
咎,reprehend,114,,,,v,,
囁,whisper,114,,,,h,,
喋,chatter,115,,,,h,,
嘩,quarrel,115,,,,h,,
噂,gossip,115,,,,h,,
咳,cough,115,,,,h,,
喧,clamor,115,,,,h,,
叩,bash,115,,,,h,,
嘘,fib,115,,,,h,,
啄,peck_at,115,,,,h,,
吠,barking,115,,,,h,,
吊,dangle,115,,,,v,,
噛,chew,115,,,,h,,
叶,within_ability,115,,,,h,,
吻,sides_of_mouth,115,,,,h,,
吃,stammer,115,,,,h,,
噺,spin_a_tale,115,,,,h,,
噌,miso,115,,,,h,,
邑,city_walls,115,,,,v,,
呆,dumbfounded,115,,,,v,,
喰,ingest,115,,,,h,,
埴,clay,115,,,,h,,
坤,receptive,116,,,,h,,
壕,dugout,116,,,,h,,
垢,grime,116,,,,h,,
坦,flat_level,116,,,,h,,
埠,wharf,116,,,,h,,
堰,dam,116,,,,h,,
堵,railing,116,,,,h,,
嬰,suckling_infant,116,,,,v,,
姦,violate,116,,,,v,,
婢,handmaiden,116,,,,h,,
婉,well_finished,116,,,,h,,
娼,harlot,116,,,,h,,
妓,courtesan,116,,,,h,,
娃,fair,116,,,,h,,
姪,niece,116,,,,h,,
嬬,mistress,116,,,,h,,
姥,aged_woman,116,,,,h,,
姑,motherinlaw,116,,,,h,,
姐,young_miss,116,,,,h,,
嬉,overjoyed,116,,,,h,,
孕,expecting,117,,,,v,,
孜,assiduous,117,,,,h,,
宥,soothe,117,,,,v,,
寓,imply,117,,,,v,,
宏,extensive,117,,,,v,,
牢,jail,117,,,,v,,
宋,sung_dynasty,117,,,,v,,
宍,venison,117,,,,v,,
屠,butchering,117,,,,e,,
屁,fart,117,,,,e,,
屑,rubbish,117,,,,e,,
屡,frequently,117,,,,e,,
屍,corpse,117,,,,e,,
屏,folding_screen,117,,,,e,,
嵩,high_reaching,117,,,,v,,
崚,rugged_mountains,117,,,,h,,
嶺,mountain_top,117,,,,v,,
嵌,fit_into,117,,,,v,,
帖,quire,117,,,,h,,
幡,banner,117,,,,h,,
幟,pennant,118,,,,h,,
庖,cleaver,118,,,,e,,
廓,licensed_quarters,118,,,,e,,
庇,overhang,118,,,,e,,
鷹,hawk,118,,,,e,,
庄,shire,118,,,,e,,
廟,tomb_sanctuary,118,,,,e,,
彊,strengthen,118,,,,h,,
弛,loosen,118,,,,h,,
粥,rice_gruel,118,,,,h,,
挽,lathe,118,,,,h,,
撞,bump_into,118,,,,h,,
扮,disguise,118,,,,h,,
捏,fabrication,118,,,,h,,
掴,clutch,118,,,,h,,
捺,impress,118,,,,h,,
掻,scratch,118,,,,h,,
撰,assortment,118,,,,h,,
揃,muster,118,,,,h,,
捌,deal_with,118,,,,h,,
按,press_down_on,119,,,,h,,
播,disseminate,119,,,,h,,
揖,bow,119,,,,h,,
托,receptacle,119,,,,h,,
捧,devote,119,,,,h,,
撚,twirl,119,,,,h,,
挺,upright,119,,,,h,,
擾,commotion,119,,,,h,,
撫,petting,119,,,,h,,
撒,sprinkle,119,,,,h,,
擢,outstanding,119,,,,h,,
摺,rubbing,119,,,,h,,
捷,spoils,119,,,,h,,
抉,gouge_out,119,,,,h,,
怯,wince,119,,,,h,,
惟,ponder,119,,,,h,,
惚,infatuation,119,,,,h,,
怜,quickwitted,119,,,,h,,
惇,considerate,119,,,,h,,
恰,as_if,119,,,,h,,
恢,enlarge,120,,,,h,,
悌,respect_for_elders,120,,,,h,,
澪,canal,120,,,,h,,
洸,glistening,120,,,,h,,
滉,expanse,120,,,,h,,
漱,gargle,120,,,,h,,
洲,continent,120,,,,h,,
洵,swirling_waters,120,,,,h,,
滲,seep,120,,,,h,,
洒,rinse,120,,,,h,,
沐,douse,120,,,,h,,
泪,teardrops,120,,,,h,,
渾,gushing,120,,,,h,,
涜,blaspheme,120,,,,h,,
梁,roofbeam,120,,,,v,,
澱,sediment,120,,,,h,,
洛,old_kyoto,120,,,,h,,
汝,thee,120,,,,h,,
漉,filter,120,,,,h,,
瀕,on_verge_of,120,,,,h,,
濠,moat,121,,,,h,,
溌,spray,121,,,,h,,
湊,port,121,,,,h,,
淋,solitude,121,,,,h,,
浩,abounding,121,,,,h,,
汀,waters_edge,121,,,,h,,
鴻,large_goose,121,,,,h,,
潅,souse,121,,,,h,,
溢,brimming,121,,,,h,,
湛,inundate,121,,,,h,,
淳,immaculate,121,,,,h,,
渥,moisten,121,,,,h,,
灘,rough_seas,121,,,,h,,
汲,draw_water,121,,,,h,,
溜,cumulation,121,,,,h,,
渕,abyss_variant,121,,,,h,,
沌,chaos,121,,,,h,,
濾,strainer,121,,,,h,,
濡,drench,121,,,,h,,
淀,eddy,121,,,,h,,
涅,black_soil,122,,,,h,,
斧,hatchet,122,,,,v,,
爺,grandpa,122,,,,v,,
猾,sly,122,,,,h,,
猥,indecent,122,,,,h,,
狡,cunning,122,,,,h,,
狸,racoon_dog,122,,,,h,,
狼,wolf,122,,,,h,,
狽,flustered,122,,,,h,,
狗,pup,122,,,,h,,
狐,fox,122,,,,h,,
狛,komainu,122,,,,h,,
獅,lion,122,,,,h,,
狒,baboon,122,,,,h,,
莨,tobacco,122,,,,v,,
茉,jasmine,122,,,,v,,
莉,hawthorn,122,,,,v,,
苺,strawberry,122,,,,v,,
萩,bush_clover,122,,,,v,,
藝,technique_old,122,,,,v,,
薙,trim,123,,,,v,,
蓑,straw_raincoat,123,,,,v,,
苔,moss,123,,,,v,,
蕩,prodigal,123,,,,v,,
蔓,tendril,123,,,,v,,
蓮,lotus,123,,,,v,,
芙,lotus_flower,123,,,,v,,
蓉,lotus_blossom,123,,,,v,,
蘭,orchid,123,,,,v,,
芦,hollow_reed,123,,,,v,,
薯,yam,123,,,,v,,
菖,iris,123,,,,v,,
蕉,banana,123,,,,v,,
蕎,buckwheat,123,,,,v,,
蕗,butterbur,123,,,,v,,
茄,eggplant,123,,,,v,,
蔭,behind_the_scenes,123,,,,v,,
蓬,wormwood,123,,,,v,,
芥,mustard,123,,,,v,,
萌,germinate,123,,,,v,,
葡,grape,124,,,,v,,
萄,grape_vine,124,,,,v,,
蘇,resurrect,124,,,,v,,
蕃,grow_wild,124,,,,v,,
苓,cocklebur,124,,,,v,,
菰,rush_mat,124,,,,v,,
蒙,darken,124,,,,v,,
茅,grassy_reed,124,,,,v,,
芭,plantain,124,,,,v,,
苅,mow,124,,,,v,,
葱,onion,124,,,,v,,
葵,hollyhock,124,,,,v,,
葺,shingling,124,,,,v,,
蕊,stamen,124,,,,v,,
茸,mushroom,124,,,,v,,
蒔,sowing,124,,,,v,,
芹,parsley,124,,,,v,,
苫,thatching,124,,,,v,,
蒼,pale_blue,124,,,,v,,
藁,straw,124,,,,v,,
蕪,turnip,125,,,,v,,
藷,sweet_potato,125,,,,v,,
薮,quack,125,,,,v,,
蒜,garlic,125,,,,v,,
蕨,bracken,125,,,,v,,
蔚,grow_plentiful,125,,,,v,,
茜,madder_red,125,,,,v,,
莞,candle_rush,125,,,,v,,
蒐,collector,125,,,,v,,
菅,sedge,125,,,,v,,
葦,ditch_reed,125,,,,v,,
迪,way,125,,,,e,,
辿,track_down,125,,,,e,,
這,crawl,125,,,,e,,
迂,detour,125,,,,e,,
遁,shirk,125,,,,e,,
逢,tryst,125,,,,e,,
遥,far_off,125,,,,e,,
遼,faraway,125,,,,e,,
逼,pressing,125,,,,e,,
迄,until,126,,,,e,,
逗,standstill,126,,,,e,,
鄭,courtesy,126,,,,h,,
隕,falling,126,,,,h,,
隈,nook,126,,,,h,,
憑,possessed,126,,,,v,,
惹,attract,126,,,,v,,
悉,all,126,,,,v,,
忽,instantaneously,126,,,,v,,
惣,firstborn_son,126,,,,v,,
愈,all_the_more,126,,,,v,,
恕,sensitive,126,,,,v,,
昴,over_arching,126,,,,v,,
晋,progress,126,,,,v,,
晟,aglow,126,,,,v,,
暈,halo,126,,,,v,,
暉,glitter,126,,,,h,,
旱,dry_weather,126,,,,v,,
晏,clear_skies,126,,,,v,,
晨,morrow,126,,,,v,,
晒,bleaching,127,,,,h,,
晃,limpid,127,,,,v,,
曝,expose,127,,,,h,,
曙,daybreak,127,,,,h,,
昂,elevate,127,,,,v,,
昏,dusk,127,,,,v,,
晦,dark,127,,,,h,,
膿,pus,127,,,,h,,
腑,viscera,127,,,,h,,
胱,bladder,127,,,,h,,
胚,embryo,127,,,,h,,
肛,anus,127,,,,h,,
脆,fragile,127,,,,h,,
肋,rib,127,,,,h,,
腔,body_cavity,127,,,,h,,
肱,armrest,127,,,,h,,
胡,waning moon,127,,,,h,,
楓,maple,127,,,,h,,
楊,purple_willow,127,,,,h,,
椋,elm,127,,,,h,,
榛,hazel,128,,,,h,,
櫛,comb,128,,,,h,,
槌,sledgehammer,128,,,,h,,
樵,mallet,128,,,,h,,
梯,ladder,128,,,,h,,
